idx,근거,사고명,본문,원인 키워드,원인,발생지표,요약,재발방지대책,조치결과,DATA,비고
677.00,GYRO 197,유도로 오진입,"조종사의 tacing 허가 요청에 따라 관제사가 11로 진입할 것을 지시.
해당 항공기가 12로 진입함에 따라 관제사가 조종사의 판단 착오를 인지하고 12로 수정 지시하였으나, 해당 조종사는 정상 진입한 것으로 알고 있어서 관제사가 해당 사실을 설명함.","""조종사의 판단 착오를""","1. 공학 내 유도로 표지판 등 표지 시설의 시인성 문제
2. 운항승무원의 높은 업무 부하",,"활주로로 가기 위해서 택시 중에, 앞서가던 항공기 MD88을 따라가는데, 활주로에는 토잉카가 서 있고, 앞서가던 항공기가 활주로를 그대로 가로 질러 갔는데 그 것을 따라가다가 관제탑의 지시를 받고 활주로 침범이었던 것을 알게 되었음",,,,유도로 오진입
914.00,GYRO 157,,"일본 오키니와 공항에 접근하던 중 항로 상에 굉장히 큰 적란운(CB)이 위치해 있어서 우리는 항로 우측으로의 회피기동허가를 관제기관에 요청했다. 좌측은 구름의 폭과 양이 너무커서 접근이 위험하다고 판단하였고, 또한 항로로부터의 거리도 멀리 있었기 때문에 heading 240으로 항로를 크게 우 회하여 접근하기로 결정한 것이다. 그런데 갑자기 관제에서 군제한지역 때문에 heading 240으로는 비행할 수 없다고 통보하면서 heading 180으로 좌선회할 것을 지시하였다. 우리는 heading 180으로 좌선회할 경우 거대한 적란운에 정면으로 진입하게 되어서 불가능하다고 설명하고, 대략40NM 정도로 우회하는 경로인 heading 240을 요청하였다. 관제사는 군 항공기들로 인하여 이것도 불가능하다고하면서 바로 heading 180으로 선회하여 비행고도를 34,000ft에서 30,000ft로 하강할 것을 지시하였다. heading 180으로 선회하면서 우리는 구름에 바로 진입하게 되었고, 원항로로 다시 되돌아가서 구름 지역을 회피하고자 heading 060을 요청하려 하였으나, 근방의 모든 항공기들이 기상으로 인한 회피를 요청하는 상태라 관제사와의 교신도 타항공기의 교신과 계속 겹쳤다. 항공기를 급히 선회하여 기존 비행경로로 되돌아가게끔 선회를 계속하면서 관제사와 교신을 시도하였고, 구름을 어느 정도 벗어난 시점에서 heading 090을 요청하여 허락을 받아 이후 적란운 지역을 회피하여 접근을 계속해서 정상적으로 착륙하였다. 오키나와 공항은 미공군과 일본자위대의 비행훈련이 많은 공항으로서 근처의 카데나 기지와 함께 군항공기의 입출항과 훈련지역이 많은 공항이다. 그런데 여름철에는 적운(CU)성 적란운 활동이 빈번하고 크기 또한 매우 위협적일 정도로 크다. 우측으로의 회피비행이 불가하다는 정보를 관제소에서 미리알려주었더라면 구름을 정면으로 뚫고 비행하지 않았을 수도있었고, 항로 주변에 구름이 있다는 것을 레이더로 미리 파악했더라면 우선회로 회피하는 지시를 받았을 수도 있었을 텐데 그 부분이 아쉬웠다. 또한 부기장의 경험이 부족하여 긴급한 상황에서 타 항공기들의 교신이 끝나는 것을 기다리느라제때에 우리의 의도를 관제소에 전달하지 못해서 결과적으로는 지시받은 heading 180보다도 훨씬 더 좌선회를 하게 되 어 본 보고서를 작성하게 되었다. ","""우측으로의 회피비행이 불가하다는 정보를 관제소에서 미리알려주었더라면 구름을 정면으로 뚫고 비행하지 않았을"", ""항로 주변에 구름이 있다는 것을 레이더로 미리 파악했더라면 우선회로 회피하는 지시를 받았을"", ""부기장의 경험이 부족하여 긴급한 상황에서 타 항공기들의 교신이 끝나는 것을 기다리느라제때에 우리의 의도를 관제소에 전달하지 못해서""",,,,,,,
114.00,GYRO 24호,종사자간 협조와 이해,"시계비행상태에서 고도 27,000피트로 비행 중이었음. PFD는 P/SPD-P/ALT-NAV-COM2를 지시함. 항적상황으로는 캐세이패시픽 A330항공기가 우리보다 8마일 앞에 고도 29,000피트에 있었고, 또 다른 A330 한 대가 12마일 뒤에 고도 25,000피트에 있었음. 
대구 Control에서는 우리에게 고도 17,000피트로 강하하도록 지시하고 속도는 250놋트로 줄이도록 지시하였음. 
NAMJA 12마일 전에 우리는 서울 Approach로 이양되었음. 레이더에서는 우리를 식별하고 기수방향을 오른쪽 030°로 선회시킴. ILJUK 약 12마일 전에 13,000피트로 강하하도록 지시하여 readback한 후 강하를 시작하였음. ILJUK으로부터 약 9마일 전, 우리는 고도 13,000피트를 유지할 것으로 판단되어 ALT HOLD를 눌러 고도 14,500피트를 유지함. 이 때 우리는 TCAS에 고도 15,000피트,10시 방향에 8마일 떨어진 항적을 포착하였음. 서울 Approach에서는 우리에게 오른쪽으로 선회하여 기수방향을 090°유지하도록 하였으며 약 1분 후에 왼쪽으로 선회하여 CHEONGJA IAF로 직접가도록 허가함. 관제기관과 우리는 이 문제에 대하여 더 이상 교신이 없었음. 
-중략-
이 문제와 관련하여 나의 의견은 두 가지 경우를 상정할 수 있음. 
 경우 1-관제기관에서 부적절한 지시를 발부한 실수가능성 
 경우 2-기장인 본인이 관제기관의 지시를 잘못 이해하여 실수한 가능성, 그러나 이 경우 나는 분명히 readback하였고/관제 지시에 대한 복창을 하였음. 이 경우 왜 관제기관에서는 나의 잘못(잘못 이해한 고도의 readback)에 대하여 수정하여 주지 못했는 가? 
만일 관제기관에서 이 문제와 관련하여 녹음 테이프를 들을 수 있는 기회를 주거나 테이프의 사본을 나에게 보내준다면 아주 좋겠음. 
나의 실수 가능성을 생각하고 있는 나는 , 어느 단계에서 실수가 있었는 지를 파악하고자 함. 이것은 내 자신의 비행 절차를 정정하고 이와 같은 실수가 비행 중에 또다시 재발하지 않도록 하기 위함.-이하 생략-","""ILJUK 약 12마일 전에 13,000피트로 강하하도록 지시하여 readback한 후 강하를 시작하였음."", ""관제기관에서 부적절한 지시를 발부한 실수가능성"", ""기장인 본인이 관제기관의 지시를 잘못 이해하여 실수한 가능성, """,,,,,,,
301.00,GYRO 83호,o 출발 전 점검 중 유압계통 고장으로 결항,2002년 12월 B737 항공기가 출발 전 점검 중 유압계통(ELECTRIC MOTOR DRIVEN PUMP)에 고장이 발생하여 부품 교체작업 관계로 결항함.,"""유압계통(ELECTRIC MOTOR DRIVEN PUMP)에 고장이 발생하여""",,,,,,,
815.00,GYRO 177,,"북경공항 RWY 02 이륙 과정에서 관제사가 발부한 제한 고도를 순간적인 착각으로 인하여 준수하지 못한 사례임. 우리는 이륙 전 관제사가 발부한 'SID UXDIX 8E DEP, MAINTAIN 900m(3,000ft)' 지시와 함께 T/0 Clearance를 받고 이륙한 후, DEP(127.75)로 이양되어 Contact하였음. 상승 중 DEP Controller가 우리에게 'CONFIRM PASSING ALT 600m?'라고 질문하여 내(기장)가 'AFFIRM'이라고 대답하자 관제사가 'CLIMB 900m(3,000ft) INITIALLY'를 지시하였음. 이에 따라 PF 임무를 수행하고 있던 내가 고도를 입력하는 과정에서 순간적으로 3,000ft(900m)를 3,000m로 착각하고 FCU Pane에 Accelerate를 위해 일단 4,000ft를 입력하였음. 그러자 PM(교육생)과 후방석의 F/0가 2회에 걸쳐 '900m' 라고 Call out을 하여 잘못을 인지하고 항공기가 3,000ft를 통과하기 전에 A/P를 해제 하고 Manua로 고도를 유지하려고 하였으나, 상승 타성으로 인하여 지시고도(3,000ft)를 약 450ft 정도 초과한 후 복귀하였음. 또 관제사가 SID 절차를 따라 상승하는 항공기에게 일시 적으로 절차고도를 적용하지 않고 Restriction 고도를 발부했다면 아마 다른 Traffic과 vertical separation을 취하기 위함이었을 것이다. 상기 상황은 항공단위를 다르 게 사용하는 환경에서 쉽게 착각을 할 수 있는 사례이다. 이렇게 다른 환경을 운항할 때에는 항상 사용하는 항공 단위에 대하여 주의를 해야 한다. 이 경우는 PM과 부기장모두 가 이러한 실수 가능성이 있는 사례에 대하여 사전에 생각을 하고 있었기 때문에 적시에 Call out할 수 있었을 것으로 생각된다. ","""순간적으로 3,000ft(900m)를 3,000m로 착각"", ""상승 타성으로 인하여 지시고도(3,000ft)를 약 450ft 정도 초과""",,,,,,,
"1,171.00",GYRO 127,[운항 중 방풍창 균열로 인한 회항],"외국항공사 소속 B7X7 항공기가 하네다 공항을 이륙하여 김포공항으로 운항 중 도쿄 ACC 공역 항로 상에서 조종석 방풍창에 균열이 발생하여 출발 공항으로 회항하였으며, 회항 후 정비관계로 결항 조치하고, 익일편명을 변경하여 운항함. ","""조종석 방풍창에 균열이 발생하여""",,,,,,,
208,GYRO 57호,항공기 고장 및 비정상운영 사례,"◆ 조류충돌로 WINDSHIELD 균열 
A330 항공기가 제주공항을 출발하여 김포공항으로 운항중 조류충돌로 인하여 좌측 조종석 유리창에 금이 감. 
◆ 낙뢰로 RADAR 손상 
항공기가 제주공항을 이륙하여 김포공항으로 비행 중 낙뢰로 RADAR가 손상되어 정비관계로 후속 연결편이 결항됨. 
◆ 제동장치고장으로 견인 
항공기가 김포공항 활주로 32L 방향으로 착륙 후, 활주로를 횡단하기 직전 바퀴제동장치가 작동하지 않아 항공기를 견인차(TOWING CAR)로 견인하였음.","""조류충돌로 인하여 좌측 조종석 유리창에 금이 감"", ""낙뢰로 RADAR가 손상"", ""바퀴제동장치가 작동하지 않아""",,,,,,,
615.00,GYRO 117호,이륙상승 중 SID Track 이탈,"홍콩공항에서 RWY 07L로 이륙하여 LNAV/VNAV Engage 후 오토 파일럿을 Engage 하니 SID Track과 반대로 좌선회하여 TracK을 이탈하였음. 즉시 H/D Mode로 변경하여 복귀하는 과정에서 DEP 관제사로부터 SID Track 이탈 통보와 동시에 우선회를 하지 말라는 관제지시를 받았으며, HDG 180를 지시받아 정상 Route로 진입하였음. 오토 파일럿 Engage 시 LNAV Mode의 오작동과 Track 수정 시 다소 과다한 HDG 변경으로 인하여 Over correction 되었음.","""LNAV Mode의 오작동"", ""Track 수정 시 다소 과다한 HDG 변경으로 인하여 Over correction""",,,,,,,
47.00,GYRO 9호,정확한 고도계 수정,"xx Tower로부터 Climb 900m(3000ft)를 득하고 이륙 후, xx Departure로 이양,3000ft에 level off하는 단계에서 xx Departure로부터 'Direct JH, Climb 2100m(FL 069)' 지시가 나옴. 상승하면서 'Confirm Direct JH'하는 과정에서 QFE에서 QNE로 고도계 Setting을 Miss하여 약 1500ft 더 상승 Level off함. 
oo지역 비행 시 고도 상승지시가 애매하게 Transition Altitude 부근으로 나온다는 것을 항상 염두에 두고, 상승 Clearance를 득하면 먼저 QFE에서 QNE로 Altimeter를 Setting하고 상승하는 것이 바람직함.
특히 , 이륙 후 Direct waypoint 지시 시 R/T가 분명치 않아 의도를 Confirm하는 과정에서 PF나 PNF 둘다 R/T에 신경을 집중하는 경향을 미리 Briefing 시 약속 동작에 포함해야 할 것임. ","""QFE에서 QNE로 고도계 Setting을 Miss하여""",,,,,,,
633.00,GYRO 119호,"인적 실수로 인한 비정상 운항 사례

[TAXI 중 승객 좌석배치 문제로 RETURN] ","외국항공사 소속 B7X7 항공기가 김포공항 계류장에서 이륙을 위해 TAXI OUT 중 탑승객 1명의 좌석배치에 에러가 발생하여 주기장으로 RETURN 하였으며, 동 항공기는 승객 탑승 상태에서 연료를 재급유 한 후 약 1시간 30분 지연 운항하였음.","""탑승객 1명의 좌석배치에 에러가 발생하여""",,,,,,,
222.00,GYRO 58호,비행 중 심한 난기류 조우,"이륙 후 객실 승무원은 기장으로부터 객실 서비스를 준비해도 된다는 연락을 받았다. 승객들은 안전벨트를 착용하고(On) 있으라는 표시와 함께 각자의 좌석에 모두 앉아있는 상태였다. 난기류가 시간이 갈수록 심해져 가자 사무장은 객실 승무원에게 주방에 있는 모든 장비들을 안전하게 고정시키도록 지시했다. 잠시 후 항공기는 갑자기 고도가 떨어지면서 객실 승무원들이 객실 천정으로 튀어 올라갔다가 이어 객실 바닥을 비롯한 좌석 등받이, 승객들 위로 내동댕이쳐졌다. 나는 다행히 승무원 좌석에 앉아 몸을 고정 시켰지만 어지러움과 숨 쉬는데 불편함을 느꼈다. 객실 승무원들은 우선 자신들의 몸 상태를 확인한 후 승객들의 상태를 확인하였다. 승객들은 항공기 기체에 문제가 없는지 걱정하고 있었다. 사무장은 조종실에 객실 상황을 보고하였다. 그 후 객실 승무원들은 승객들을 진정시키고 돌보는데 여념이 없었다. 이러한 강한 난기류 현상은 그 후 약 10분간 지속되었다. 비행 종료 후 디브리핑 시 나는 운항승무원에게 왜 미리 이러한 정보를 주지 않았느냐고 하니 그럴 시간이 없었다고 했다.

본 경험을 통해 얻은 교훈을 이야기 하고자 한다. 객실 사무장이 객실승무원들에게 난기류가 심해지므로 서비스 중단을 지시 후 객실승무원들이 객실 내부의 각종장비들을 안전하게 고정시킨 후 각자의 위치로 돌아가 안전벨트를 착용할 시간이 거의 없다. 게다가 운영교범에는 얼마나 빠른 시간 내에 난기류가 심한 난기류로 변하는지 또는 얼마나 많은 고도 변화가 심한 난기류에서 발생하는 지에 대해 언급하고 있지 않다. 제안을 한 가지 하자면 이러한 시나리오를 비롯하여 다른 관련 악 기상 상태를 감안한 최상의 실무절차를 제정하는 것이 좋을 것 같다. ","""난기류가 시간이 갈수록 심해져 가자"", ""갑자기 고도가 떨어지면서"", ""강한 난기류 현상은 그 후 약 10분간 지속되었다.""",,,,,,,
769,GYRO 184,,"본인은 A공항에서 B공항으로 임무를 수행하던 중 C Control로 관제를 이양 받아 Contact 하였고, C Control과 교신할 당 시 우리 비행기 뒤쪽 약 4마일, 고도 35,000ft에 대형항공기가 뒤따라 오는 상황이였다.
C Control은 우리 뒤쪽의 비행기가 우리보다 더 높은 고도에 있고, 위치도 뒤쪽임에도 불구하고 본인들에게 AA항로 우측으로 약 10마일 OFFSET하여 비행할 것을 지시하고 뒤쪽 항공기를 앞서서 보냈다.
통상적인 관제의 경우 항공기의 우선권은 동일 고도일 경우 먼저 Contact한 순서, 다른 고도의 같은 위치일 경우 낮은 고도의 항공기에 우선권이 있는 것이 보통인데 당시 관제사의 지시는 통상적인 이해 수준을 벗어난 관제였기 때문에 본인은 다음과 같이 관제사에게 질문하였다.
'저희가 먼저 Contact하지 않았나요?'라고 질문하자 관제사는 아무런 이유도 설명하지 않고 고압적이고, 강압적인 어투로 'Offset 10mile right of track. readback'이라 재차 Offset을 지시하였다.
이후 본인은 관제 지시를 따라 비행을 종료하였다.
B공항 도착 후 본인은 C Control 관제사와 통화를 시도하였 고 그때 당시 관제지시에 대해 그 이유를 물어보았다.
해당 관제사의 대답은 뒤쪽의 항공기의 크기가 더 크고, 속도도 더 빠르기 때문에 앞서 보내는 재량권을 발휘했다고 대답하였다.
이에 본인은 관제사에게 통상적인 관제의 순서를 질문하였으나 이번 상황의 경우는 통상적인 범위에 포함되지 않고 관제사의 재량권이 우선시 되는 상황이었다는 대답만 수차례 반복하였다.
그러면 통상적이지 않은 상황에서의 관제의 경우 조종사가완전히 이해할 정도는 아니더라도 뒤쪽 항공기가 앞서 가야하는 이유에 대해 짧게나마 조종사에게 말해줘야하는 것이 아니냐고 물었더니, 관제사는 당시 공역에 20여대의 항공기가 있기에 설명할 시간이 없었다고 대답하였다.
해당 상황에서의 관제사의 ATC 의사소통은 다른 나라에서는 접할 수 없는 굉장히 고압적이고 강압적인 수준이였으며, 새벽 시간이라 피곤하고 짜증나는 점을 감안하더라도 조종사가 이해할 만한 정도를 벗어나는 관제태도를 보였다고 생각한다.
이에 항공기를 운영하는 조종사의 입장에서 한 가지 건의 드리는 바는, 위 상황에서 처럼 통상적이지 않은 관제가 발생할경우 조종사와 관제사의 Communication의 오해를 줄이고, 혹시나 발생 할 수 있을 지 모르는 위험요소를 미연에 방지하기 위해 조종사에게 긴 설명은 아니더라도 짧은 이유라도 미리 말해준다면 상호간의 원만한 Communication이 이루어 질 것으로 사료된다. ","""당시 관제사의 지시는 통상적인 이해 수준을 벗어난 관제였기 때문에"", ""고압적이고, 강압적인 어투로"", ""관제사의 ATC 의사소통은 다른 나라에서는 접할 수 없는 굉장히 고압적이고 강압적인 수준이였으며,"", ""새벽 시간이라 피곤하고 짜증나는 점을 감안하더라도 조종사가 이해할 만한 정도를 벗어나는 관제태도를 보였다고 생각한다.""",,,,,,,
866,GYRO 168,,"[피로도가 높은 CRJ 700 여객기 조종사가 프랑스 Lorient 공항에 착륙하는 과정에서 Wet 상태인 활주로에 Long landing하고 활주로를 이탈 한 사례에 대한 BEA 사고조사 결과 보고내용]
2012년 10월 16일 밤, Brit Air 소속 937QL 항공기가 프랑스 Paris-Orly 공항을 출발하여 프랑스내 Lorient 공항을 향했다. 당시 기장이 PRPilot Flying)였으며, 그 날 다섯 번째 비행으로 마지막 비행이었다. Lorient 공항의 기상은 폭우를 동반한 위험기상으로 접근 중에는 시정이 2,000m까지 떨어졌다. 바람은 160도에서 17kts으로 Gust가 26kts였다. 
조종사는 배풍 4kts 상태에서 RWY 25방향으로 ILS 접근(CAT I)을 선택했다. 
21시 10분에 관제사는 활주로 상태를 '물웅덩이가 있는 젖은(wet) 상태이고, 앞선 항공기가 착륙과정에서 수막현상으로 어려움을 겪었다'는 내용을 알려줬다. 21시 20분에 해당 항공기는 고도 약 1,900ft에서 속도 180kts로 ILS 코스에 정대하였다. 계획했던 접근속도는 140kts였다. 자동비행장치를 설정하였고, 항공기가 고도 1,000ft를 통과할 무렵 착륙허가가 발부되었다. 당시 배풍은 4kts였고, ILS에 정대한 상태로 속도는 144kts였다. 항공기가 고도 500ft를 통과할 무렵 속도가 154kts로 증 가되었다. 이 때 자동비행장치가 해제되었고 항공기는 RWY 25의 시단상공을 약 56ft, 속도 153kts로 통과하였다. 당시 부기장은 기장에게 시정이 안좋고 활주로 중심선으로부터 약간 왼쪽으로 벗어나 있다고 보고하였다. 약 9초 후 항공기 주착륙장치(main gear)가 RWY 25(총길이 2,230m) 시단으로부터 1,130m 떨어진 지점에 착지 하였고 당시 지상속도는 140kt였다. 곧이어 스포일러 (spoiler)를 작동하고 조종사는 역추진장치(thrustreverser)를 작동시켜 역추력(reverse thrust)을 최대로끌어올렸다. 하지만 항공기는 계획대로 감속하지 못하고66kts의 속도로 활주로를 벗어나 로컬라이저 안테나에 부 딪힌 후 RWY 07 시단으로부터 약 200m 떨어진 지점에 멈춰섰다. 조종사는 조난상황(distress)을 선언하고 항공기 탈출을 지시했다. BEA 사고조사 당국에 따르면 해당 조종사는 활주로 오염상태와 착지 후 활주로 잔여거리에대한 정확한 인식이 부족하여 착륙포기에 실패한 것으로 확인되었다. 또한, 피로도 및 반복되는 비행으로 인해 조종사의 기량도 저하되었으며 관제사가 활주로 오염상태를 알릴 때 비표준관제용어를 사용한 점도 원인으로 작용하였다. Lorient 공항 RWY 25에 대한 활주로 정보가 Brit Air의 운항매뉴얼에서 누락된 사실도 확인되었으며 공항운영 당국은 RWY 25의 거리 부족 문제를 적시에 조치하지 못한 문제가 있었다. ","""활주로 오염상태와 착지 후 활주로 잔여거리에대한 정확한 인식이 부족하여"", ""피로도 및 반복되는 비행으로 인해 조종사의 기량도 저하"", ""관제사가 활주로 오염상태를 알릴 때 비표준관제용어를 사용한 점"", ""Lorient 공항 RWY 25에 대한 활주로 정보가 Brit Air의 운항매뉴얼에서 누락된 사실도"", ""공항운영 당국은 RWY 25의 거리 부족 문제를 적시에 조치하지 못한 문제가""",,,,,,,
"1,136.00",GYRO 131,[DOOR OPEN 경고등 점등으로 인한 회항],00 항공사 소속 XX 항공기가 zz공항을 이륙한 직후 조종실 계기판에 DOOR OPEN 경고등이 점등되어 출발공항으로 회항한 후 같은 기종의 항공기로 교체하여 재운항하였음.,"""조종실 계기판에 DOOR OPEN 경고등이 점등되어""",,,,,,,
"1,122.00",GYRO 132,[NO.2 엔진 Hydraulic leaking],"B737 항공기가 김포공항 계류장에서 출발을 위해 지상점검 중 NO.2 엔진 유압계통 누유(Hydraulic leaking)로 인한 정비관계로 같은 기종의 항공기로 교체하여 운항하였으며, 이 과정에서 약 2시간 30분 지연되었음.","""NO.2 엔진 유압계통 누유(Hydraulic leaking)""",,,,,,,
573.00,GYRO 112호,승객의 기여,"승객 한 명이 자신이 탑승했던 MD80의 문제점을 발견, 이를 자세히 그림으로 그려서 승무원과 정비사에게 설명하여 위험을 예방할 수 있었던 사례: 
모든 비행이 끝나고 승객 하기 중, 항공기 왼쪽에 앉았던 승객이 탑승교에서 할 얘기가 있다고 했다. 그 승객은 우리에게 항공기 왼쪽 날개를 그린 그림을 보여주며 리벳(rivet)이 떨어져 나간 듯하고, 공기 제동판(flight spoiler) 앞쪽의 wing panel 이 움직이는 것 같다고 설명했다. 우리가 그 그림을 정비사에게 보여주자 확인을 마친 정비사는 승객 설명대로 리벳과 wing panel에 문제가 있다고 확인했다. 항공기는 후속편 운항을 취소하고 점검을 위해 옮겨졌다. Wing panel 이상은 비행 전 점검에서 확인되지 않았는데, 지상에서는 정상으로 보였으나 이륙 후 공중에서는 날개로부터 부분적으로 분리되는 문제가 있었던 것이다. 이 문제를 승무원과 정비사에게 정확하게 전달해 준 승객에게 감사를 전한다. 승객의 관찰력과 정확한 설명이 없었다면 이 항공기는 운항을 계속했을 것이다. ","""리벳(rivet)이 떨어져 나간 듯하고,"", ""공기 제동판(flight spoiler) 앞쪽의 wing panel 이 움직이는 것 같다고 설명했다."", ""이륙 후 공중에서는 날개로부터 부분적으로 분리되는 문제""",,,,,,,
851.00,GYRO 172,,"조종사의 체크리스트 실수에 대한 ASRS 접수 보고서에서 보면, 집중력 분산 및 방해가 가장 큰 원인으로 지목된다.
아래 B737-700 기장의 보고서는 Push-back 직전 마지막 비행준비 단계에서의 주의분산으로 인해 체크리스트를 정확하게 수행하지 못한 사례를 소개하고 있다. 

Push-back 체크리스트를 끝내기 직전에 부기장이 'Take-off Trim'을 확인하던 중에, 객실승무원이 승객명단 서류를 들고 조종석으로 들어왔다. 나는 객실승무원에게 응대하면서 약간의 대화를 나누었고, 부기장과 나는 take-off trim를 재설정하는 단계를 건너뛴 채 다음 단계인 'Cockpit Door' 절차를 진행했다. 이륙을 위해 throttle을 작동하자 Take-off Warning'이 작동했다. 속도가 약 10kts 쯤 도달했을 때 나는 이륙을 중단하고 즉시 필요한 조치를 취했다. 그 동안 부기장은 관제탑에 이륙포기를 알렸다. 활주로를 개방하고 체크리스트를 수행한 후에야 takeoff trim이 알맞게 설정되지 않고 green band 구역을 벗어나 있는 것을 발견했다. 이번 경험을 통해 체크리스트 수행 도중 방해를 받는 것이 어떤 영향을 미칠 수 있는지 확실히 알게 되었다. 게다가, Trim이 제대로 준비되지 않은 상태에서 활주로에 도착하기까지는 과정 상에 여러 에러가 있었던 것으로 생각된다. ","""주의분산으로 인해"", ""take-off trim를 재설정하는 단계를 건너뛴 채 다음 단계인 'Cockpit Door' 절차를 진행했다."", ""체크리스트 수행 도중 방해를 받는 것이""",,,,,,,
"1,026.00",GYRO 141,,"부기장이 PF, 기장(외국인)이 PM으로 중국 GG 국제공항을 이륙하여 ATC로부터 'DIRECT 11111, CLIMB TO 8,100m(FL266)'를 받고 상승 중, 대략 FL250를 통과할 무렵 ATC에서 고도 10,100m(FL331) 유지가 가능한지를 물어와 PM 이 우리가 FLT PLAN에 요청한 고도 10,700m(FL351)를 요구하자 ATC에서는 불가하다고 통보하였음.
이때 통과 고도는 FL255 정도였으며, PF는 10,100m로 허가된 것으로 착각하여 FCU에 고도를 FL331으로 Set 하고 상승하였음.
우리가 FL270를 통과할 무렵 ATC에서 10,100m로의 상승을 허가하지 않았는데 왜 8,100m를 유지하지 않고 상승을 하는 지를 물어 (이때 우리는 FL272를 지나고 있었음) 곧바로 시정하려는 순간 ATC에서 8,900m(FL291)로 상승을 수정허가 하였음.
당시 우리 주변에는 1시 방향 10NM/3,000ft 상방에서 상승하고 있는 항공기가 있었으며, ATC에서 이 항공기와 분리를 위해 Radar Vector를 하였으나, 거리가 상당히 이격된 상황이었으므로 이로 인한 문제점은 없었음. ","""10,100m로 허가된 것으로 착각하여 """,,,,,,,
128,GYRO 26호,객실의 안전조치,"1. Ferry 비행으로 착륙하여 활주속도 60놋트 정도에서 뒤편 객실 주방의 카트가 기내 통로를 통해서 조종실까지 굴러 들어왔다. 그 카트는 가운데 Pedestal에 부딪혔으나 비행계기에 피해는 입히지 않았다. 
부기장인 나는 기내 뒤편의 주방에 대한 점검을 비행 점검표대로 하지 않았다. 비행을 시작하기 위한 비행전 점검을 하는 동안 기내 앞 주방에 대한 점검은 실시하였으나 뒤편 주방의 점검은 하지 않았다. 우리는 Ferry 비행을 많이 하지 않기 때문에 Ferry 비행에서 객실점검을 빠뜨리기 쉽다. 나는 앞으로 Ferry 비행 시에는 객실의 안전을 항상 점검할 것이다. 
2. 탑승객이라고는 우리뿐이었기 때문에 우리는 조종실 문을 열어 두었다. 기장은 활주로 33번의 Threshold를 정확한 속도와 경로로 통과하였고, 적절한 착륙지점에 착륙하였다. 어떤 경고도 없이 100놋트 정도에서 부딪히는 커다란 소리와 무엇인가 터지는 소리가 조종실에 들렸다. 항공기를 활주로에 정지시켰다. 항공기가 멈출 즈음 우리는 뒤편 주방 카트가 객실통로를 통해서 굴러와 조종실의 Center Console에 부딪혔음을 알았다. 여러 개의 음료수 캔이 쏟아졌고 우리의 발 밑에 있었다. 그리고 몇 개는 터졌다. 그러나 전방 계기판에 부딪히지는 않았다. ","""기내 뒤편의 주방에 대한 점검을 비행 점검표대로 하지 않았다."", ""뒤편 주방의 점검은 하지 않았다."", ""조종실 문을 열어 두었다.""",,,,,,,
659,GYRO 199,항공기 최저 분리치 미충족,"당시 접근하는 두 항공기를 관제하고 있었다. 선행기는 대형 기종(A330)이었고, 후행기는 중형기종(B737)이었다. 선행기가 생각보다 일찍 감속을 하는 바람에 분리치가 충분하지 않을 것 같았다. 후행기에 즉각적으로 감속과 기수 변경을 지시하 였고 선행기에 대한 정보를 제공하였다. 그러나 , 생각보다 감속이 신속히 이루어지지 않았고, 대형기 후류 요란(*k e Turtulence)의 위험 때문에 추가적인 감속 지시를 하였다. 분리치가 생각보다 짧은 것 같아, 속도쁠 최저로 감속하라고 지시한 후 관제탑으로 이양하였다. 이후 두 항공기 간에 분리치가 5마일 이상임을 알고 이쁠 지키기 위해 분리치가 7마일로 좁혀졌을 때 선행기에 속도를 유지할 것을 지시하고, 후행기에는 선행기에 대한 교통 정보를 제공하며 감속할 것을 지시하였다. 이후에 한 번 더 후행기에 최저 속도로 줄일 것을 지시하였다. 하지만 선행기가 활주로에 가까워짐에 따라 AIP에 멍시되어 있는 5마일 160노트의 속도를 준수하지 않고 그보다 더 줄여 최종적으로 분리치가 4.5마일로 미충족되었다. ","""선행기가 생각보다 일찍 감속"", ""감속이 신속히 이루어지지 않았고"", ""분리치가 생각보다 짧은 것"", ""선행기가 활주로에 가까워짐에 따라 AIP에 멍시되어 있는 5마일 160노트의 속도를 준수하지 않고 그보다 더 줄여 최종적으로 분리치가 4.5마일로 미충족되었다.""",,,"당시 선행항공기(A330), 후행항공기(B737). 선행기의 이른 감속으로 간격분리가 제대로 시행되지 않음. 따라서 후행기에게 추가적인 감속을 지시한 후 관제탑으로 이양. 이후 두 항공기 간에 분리치가 5마일 이상임을 알고 이를 지키기 위해 7마일로 좁혀졌을 때 선행기에 속도를 유지할 것을 지시했고, 후행기에는 선행기에 대한 교통 정보를 제공하며 감속할 것을 지시함. 하지만 선행기가 5마일 160노트의 속도를 준수하지 않고 그보다 더 줄여 최종적으로 분리치가 4.5마일로 미충족",,,,"제어상실(예상) 
-WAKE TURB"
299.00,GYRO 83호,o 목적공항 활주로 긴급보수로 인하여 대체공항 회항,2002년 11월 B737 항공기가 김포공항을 이륙하여 대구 공항으로 운항 중 앞서 착륙한 군용기 조종사의 활주로 파손 보고에 따른 활주로 긴급 보수작업관계로 대체공항으로 회항함.,"""앞서 착륙한 군용기 조종사의 활주로 파손 보고에 따른 활주로 긴급 보수작업관계로""",,,,,,,
